id,name,name@ca,code,account_type,reconcile,non_trade
account_common_101,Fons Social,Fons Social,101,equity,False,
account_common_102,Capital Social,Capital Social,102,equity,False,
account_common_108,Accions o participacions pròpies en situacions especials,Accions o participacions pròpies en situacions especials,108,equity,False,
account_common_109,Accions o participacions pròpies per reducció de capital,Accions o participacions pròpies per reducció de capital,109,equity,False,
account_common_110,Prima d’emissió,Prima d’emissió,110,equity,False,
account_common_112,Reserva legal,Reserva legal,112,equity,False,
account_common_113,Reserves Estatutàries,Reserves Estatutàries,113,equity,False,
account_common_114,Reserves Voluntàries,Reserves Voluntàries,114,equity,False,
account_common_118,Aportacions de socis o propietaris,Aportacions de socis o propietaris,118,equity,False,
account_common_119,Altres reserves,Altres reserves,119,equity,False,
account_common_131,Donacions i llegats de capital,Donacions i llegats de capital,131,equity,False,
account_common_141,Provisió per tributs,Provisió per tributs,141,liability_non_current,True,
account_common_143,"Provisió per desmantellament, retirament o rehabilitació de l’immobilitzat","Provisió per desmantellament, retirament o rehabilitació de l’immobilitzat",143,liability_non_current,True,
account_common_145,Provisió per actuacions mediambientals,Provisió per actuacions mediambientals,145,liability_non_current,True,
account_common_160,Deutes a llarg termini amb entitats de crèdit vinculades,Deutes a llarg termini amb entitats de crèdit vinculades,160,liability_non_current,False,
account_common_161,"Proveïdors d’immobilitzat a llarg termini, parts vinculades","Proveïdors d’immobilitzat a llarg termini, parts vinculades",161,liability_non_current,False,
account_common_162,"Creditors per arrendament financer a llarg termini, parts vinculades","Creditors per arrendament financer a llarg termini, parts vinculades",162,liability_non_current,False,
account_common_163,Altres deutes a llarg termini amb parts vinculades,Altres deutes a llarg termini amb parts vinculades,163,liability_non_current,False,
account_common_170,Deutes a llarg termini amb entitats de crèdit,Deutes a llarg termini amb entitats de crèdit,170,liability_non_current,False,
account_common_171,Deutes a llarg termini,Deutes a llarg termini,171,liability_non_current,False,
account_common_173,Proveïdors d’immobilitzat a llarg termini,Proveïdors d’immobilitzat a llarg termini,173,liability_non_current,False,
account_common_174,Creditors per arrendament financer a llarg termini,Creditors per arrendament financer a llarg termini,174,liability_non_current,False,
account_common_175,Efectes a pagar a llarg termini,Efectes a pagar a llarg termini,175,liability_non_current,False,
account_common_177,Obligacions i bons,Obligacions i bons,177,liability_non_current,False,
account_common_179,Deutes representats en altres valors negociables,Deutes representats en altres valors negociables,179,liability_non_current,False,
account_common_180,Fiances rebudes a llarg termini,Fiances rebudes a llarg termini,180,liability_non_current,False,
account_common_181,Bestretes rebudes per vendes o prestacions de serveis a llarg termini,Bestretes rebudes per vendes o prestacions de serveis a llarg termini,181,liability_non_current,False,
account_common_185,Dipòsits rebuts a llarg termini,Dipòsits rebuts a llarg termini,185,liability_non_current,False,
account_common_194,Capital emès pendent d’inscripció al Registre de Societats,Capital emès pendent d’inscripció al Registre de Societats,194,equity,False,
account_common_200,Despeses d’establiment,Despeses d’establiment,200,asset_fixed,False,
account_common_201,Investigació,Investigació,201,asset_fixed,False,
account_common_202,Desenvolupament,Desenvolupament,202,asset_fixed,False,
account_common_203,Concessions administratives,Concessions administratives,203,asset_fixed,False,
account_common_205,Fons de comerç,Fons de comerç,205,asset_fixed,False,
account_common_206,Drets de traspàs,Drets de traspàs,206,asset_fixed,False,
account_common_207,Aplicacions informàtiques,Aplicacions informàtiques,207,asset_fixed,False,
account_common_208,Altre immobilitzat intangible,Altre immobilitzat intangible,208,asset_fixed,False,
account_common_209,Bestretes per immobilitzat intangible,Bestretes per immobilitzat intangible,209,asset_fixed,False,
account_common_210,Terrenys i béns naturals,Terrenys i béns naturals,210,asset_fixed,False,
account_common_211,Construccions,Construccions,211,asset_fixed,False,
account_common_212,Instal·lacions tècniques,Instal·lacions tècniques,212,asset_fixed,False,
account_common_213,Maquinària,Maquinària,213,asset_fixed,False,
account_common_214,Utillatge,Utillatge,214,asset_fixed,False,
account_common_215,Altres instal·lacions,Altres instal·lacions,215,asset_fixed,False,
account_common_216,Mobiliari,Mobiliari,216,asset_fixed,False,
account_common_217,Equips per a processos d’informació,Equips per a processos d’informació,217,asset_fixed,False,
account_common_218,Elements de transport,Elements de transport,218,asset_fixed,False,
account_common_219,Altre immobilitzat tangible,Altre immobilitzat tangible,219,asset_fixed,False,
account_common_220,Inversions en terrenys i béns naturals,Inversions en terrenys i béns naturals,220,asset_fixed,False,
account_common_221,Inversions en construccions,Inversions en construccions,221,asset_fixed,False,
account_common_230,Adaptació de terrenys i béns naturals,Adaptació de terrenys i béns naturals,230,asset_fixed,False,
account_common_231,Construccions en curs,Construccions en curs,231,asset_fixed,False,
account_common_232,Instal·lacions tècniques en muntatge,Instal·lacions tècniques en muntatge,232,asset_fixed,False,
account_common_233,Maquinària en muntatge,Maquinària en muntatge,233,asset_fixed,False,
account_common_237,Equips per processos d’informació en muntatge,Equips per processos d’informació en muntatge,237,asset_fixed,False,
account_common_238,Altre immobilitzat tangible en curs,Altre immobilitzat tangible en curs,238,asset_fixed,False,
account_common_239,Bestretes per immobilitzat tangible,Bestretes per immobilitzat tangible,239,asset_fixed,False,
account_common_241,Valors representatius de deute a llarg termini de parts vinculades,Valors representatius de deute a llarg termini de parts vinculades,241,asset_fixed,False,
account_common_242,Crèdits a llarg termini a parts vinculades,Crèdits a llarg termini a parts vinculades,242,asset_fixed,False,
account_common_250,Inversions financeres a llarg termini en instruments de patrimoni,Inversions financeres a llarg termini en instruments de patrimoni,250,asset_fixed,False,
account_common_251,Valors representatius de deute a llarg termini,Valors representatius de deute a llarg termini,251,asset_fixed,False,
account_common_252,Crèdits a llarg termini,Crèdits a llarg termini,252,asset_fixed,False,
account_common_253,Crèdits a llarg termini per alienació d’immobilitzat,Crèdits a llarg termini per alienació d’immobilitzat,253,asset_fixed,False,
